Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-0.346079,-1.6803,0,1,0,0
-0.00463839,-1.71556,0,1,0,0
0.00483558,1.53342,0,1,0,0
-0.300534,1.50369,0,1,0,0
-0.542367,1.43431,0,1,0,0
-0.734358,1.34615,0,1,0,0
-0.887846,1.25025,0,1,0,0
-1.01157,1.15244,0,1,0,0
-1.11212,1.05574,0,1,0,0
-1.19444,0.961619,0,1,0,0
-1.26224,0.870717,0,1,0,0
-1.31833,0.783193,0,1,0,0
-1.36487,0.698952,0,1,0,0
-1.40348,0.61776,0,1,0,0
-1.43546,0.539316,0,1,0,0
-1.46177,0.463288,0,1,0,0
-1.48318,0.389333,0,1,0,0
-1.50028,0.317112,0,1,0,0
-1.51352,0.246292,0,1,0,0
-1.52323,0.176549,0,1,0,0
-1.52965,0.107565,0,1,0,0
-1.53293,0.0390302,0,1,0,0
-1.53315,-0.0293614,0,1,0,0
-1.5303,-0.0979153,0,1,0,0
-1.52431,-0.166938,0,1,0,0
-1.51504,-0.236742,0,1,0,0
-1.50225,-0.307644,0,1,0,0
-1.4856,-0.379971,0,1,0,0
-1.46466,-0.454059,0,1,0,0
-1.43883,-0.530252,0,1,0,0
-1.40735,-0.608897,0,1,0,0
-1.36925,-0.69033,0,1,0,0
-1.32325,-0.774863,0,1,0,0
-1.26771,-0.862739,0,1,0,0
-1.20048,-0.954067,0,1,0,0
-1.11876,-1.0487,0,1,0,0
-1.01882,-1.14604,0,1,0,0
-0.895713,-1.24463,0,1,0,0
-0.742834,-1.34149,0,1,0,0
-0.551402,-1.43086,0,1,0,0
-0.310012,-1.50176,0,1,0,0
-0.00483558,-1.53342,0,1,0,0
0.00501484,1.36784,0,1,0,0
-0.267395,1.34145,0,1,0,0
-0.483146,1.27968,0,1,0,0
-0.654446,1.20113,0,1,0,0
-0.791403,1.11565,0,1,0,0
-0.901813,1.02846,0,1,0,0
-0.991551,0.942247,0,1,0,0
-1.06502,0.858329,0,1,0,0
-1.12554,0.777274,0,1,0,0
-1.17562,0.699226,0,1,0,0
-1.21717,0.624103,0,1,0,0
-1.25165,0.551696,0,1,0,0
-1.28021,0.481737,0,1,0,0
-1.30371,0.41393,0,1,0,0
-1.32284,0.347971,0,1,0,0
-1.33813,0.283556,0,1,0,0
-1.34997,0.22039,0,1,0,0
-1.35867,0.158181,0,1,0,0
-1.36443,0.0966495,0,1,0,0
-1.36738,0.0355168,0,1,0,0
-1.36761,-0.0254897,0,1,0,0
-1.3651,-0.0866423,0,1,0,0
-1.35979,-0.148215,0,1,0,0
-1.35155,-0.210485,0,1,0,0
-1.34018,-0.273737,0,1,0,0
-1.32536,-0.338262,0,1,0,0
-1.30671,-0.40436,0,1,0,0
-1.28371,-0.472337,0,1,0,0
-1.25566,-0.542504,0,1,0,0
-1.22171,-0.615161,0,1,0,0
-1.18072,-0.690588,0,1,0,0
-1.13121,-0.769,0,1,0,0
-1.07129,-0.850496,0,1,0,0
-0.998433,-0.934951,0,1,0,0
-0.90933,-1.02182,0,1,0,0
-0.799562,-1.10982,0,1,0,0
-0.663235,-1.19629,0,1,0,0
-0.492516,-1.2761,0,1,0,0
-0.277224,-1.33946,0,1,0,0
-0.00501484,-1.36784,0,1,0,0
0.00517781,1.21731,0,1,0,0
-0.237268,1.19397,0,1,0,0
-0.429308,1.1391,0,1,0,0
-0.581798,1.06929,0,1,0,0
-0.703728,0.993292,0,1,0,0
-0.802033,0.915754,0,1,0,0
-0.881941,0.839073,0,1,0,0
-0.947371,0.764428,0,1,0,0
-1.00127,0.692325,0,1,0,0
-1.04588,0.622893,0,1,0,0
-1.0829,0.556058,0,1,0,0
-1.11362,0.491637,0,1,0,0
-1.13907,0.429392,0,1,0,0
-1.16002,0.36906,0,1,0,0
-1.17709,0.310369,0,1,0,0
-1.19073,0.253051,0,1,0,0
-1.2013,0.196842,0,1,0,0
-1.20907,0.141484,0,1,0,0
-1.21422,0.0867265,0,1,0,0
-1.21689,0.0323229,0,1,0,0
-1.21712,-0.0219699,0,1,0,0
-1.21492,-0.0763941,0,1,0,0
-1.21023,-0.131194,0,1,0,0
-1.20293,-0.186616,0,1,0,0
-1.19284,-0.242913,0,1,0,0
-1.17968,-0.300344,0,1,0,0
-1.16312,-0.359178,0,1,0,0
-1.14268,-0.419687,0,1,0,0
-1.11776,-0.482146,0,1,0,0
-1.08759,-0.546826,0,1,0,0
-1.05114,-0.613973,0,1,0,0
-1.00713,-0.683782,0,1,0,0
-0.95384,-0.756342,0,1,0,0
-0.889047,-0.83154,0,1,0,0
-0.809795,-0.908898,0,1,0,0
-0.712153,-0.98727,0,1,0,0
-0.590873,-1.0643,0,1,0,0
-0.438982,-1.13541,0,1,0,0
-0.247416,-1.19191,0,1,0,0
-0.00517781,-1.21731,0,1,0,0
0.00532596,1.08046,0,1,0,0
-0.209879,1.05989,0,1,0,0
-0.380365,1.01131,0,1,0,0
-0.515755,0.949433,0,1,0,0
-0.624024,0.882055,0,1,0,0
-0.711325,0.813292,0,1,0,0
-0.782295,0.745279,0,1,0,0
-0.840415,0.679065,0,1,0,0
-0.888302,0.615099,0,1,0,0
-0.927936,0.553499,0,1,0,0
-0.96083,0.494199,0,1,0,0
-0.988142,0.437039,0,1,0,0
-1.01077,0.381806,0,1,0,0
-1.0294,0.328268,0,1,0,0
-1.04458,0.276185,0,1,0,0
-1.05672,0.225319,0,1,0,0
-1.06614,0.175435,0,1,0,0
-1.07307,0.126305,0,1,0,0
-1.07768,0.0777056,0,1,0,0
-1.08007,0.0294193,0,1,0,0
-1.08031,-0.0187701,0,1,0,0
-1.07839,-0.0670776,0,1,0,0
-1.07426,-0.11572,0,1,0,0
-1.06782,-0.164916,0,1,0,0
-1.05889,-0.21489,0,1,0,0
-1.04725,-0.265874,0,1,0,0
-1.03259,-0.318104,0,1,0,0
-1.01448,-0.371823,0,1,0,0
-0.992402,-0.427276,0,1,0,0
-0.965655,-0.484703,0,1,0,0
-0.933348,-0.544324,0,1,0,0
-0.894322,-0.606312,0,1,0,0
-0.847069,-0.670746,0,1,0,0
-0.789605,-0.73753,0,1,0,0
-0.719308,-0.80624,0,1,0,0
-0.632689,-0.87586,0,1,0,0
-0.52509,-0.944303,0,1,0,0
-0.390316,-1.00751,0,1,0,0
-0.220318,-1.05777,0,1,0,0
-0.00532596,-1.08046,0,1,0,0
0.00546064,0.956058,0,1,0,0
-0.184981,0.938007,0,1,0,0
-0.335871,0.895135,0,1,0,0
-0.455715,0.840476,0,1,0,0
-0.551565,0.78093,0,1,0,0
-0.628862,0.720145,0,1,0,0
-0.691709,0.660011,0,1,0,0
-0.743183,0.601461,0,1,0,0
-0.7856,0.544893,0,1,0,0
-0.820714,0.490413,0,1,0,0
-0.849861,0.437964,0,1,0,0
-0.874068,0.387404,0,1,0,0
-0.894127,0.338546,0,1,0,0
-0.910652,0.291185,0,1,0,0
-0.92412,0.245109,0,1,0,0
-0.934897,0.200108,0,1,0,0
-0.943265,0.155974,0,1,0,0
-0.949431,0.112505,0,1,0,0
-0.953543,0.0695048,0,1,0,0
-0.955698,0.0267797,0,1,0,0
-0.955942,-0.0158611,0,1,0,0
-0.954275,-0.0586081,0,1,0,0
-0.950654,-0.101653,0,1,0,0
-0.944985,-0.145189,0,1,0,0
-0.937122,-0.189416,0,1,0,0
-0.926859,-0.234537,0,1,0,0
-0.913919,-0.280764,0,1,0,0
